#1
double Tambient(8760,2)
1	273.25
2	275.15
3	276.75
4	276.45
5	276.15
6	275.95
7	275.25
8	275.85
9	276.05
10	276.25
11	276.45
12	276.25
13	276.45
14	276.95
15	276.35
16	275.75
17	275.35
18	274.95
19	274.75
20	274.05
21	273.95
22	273.55
23	273.75
24	273.75
25	273.85
26	274.05
27	274.05
28	273.65
29	273.35
30	273.55
31	273.45
32	273.45
33	273.85
34	274.05
35	274.35
36	274.15
37	273.75
38	274.05
39	273.65
40	273.35
41	273.25
42	272.65
43	272.65
44	273.05
45	273.45
46	273.15
47	272.35
48	271.95
49	272.05
50	272.75
51	273.25
52	273.35
53	272.95
54	272.55
55	273.15
56	273.35
57	273.15
58	272.25
59	272.25
60	272.55
61	272.75
62	273.15
63	273.25
64	273.05
65	272.45
66	272.35
67	271.95
68	271.55
69	271.15
70	271.35
71	271.15
72	271.25
73	271.15
74	270.85
75	270.55
76	269.75
77	268.95
78	268.25
79	268.55
80	268.55
81	267.85
82	269.35
83	270.55
84	271.15
85	271.25
86	271.25
87	271.25
88	270.75
89	269.55
90	268.95
91	268.65
92	267.65
93	268.25
94	267.95
95	267.85
96	267.05
97	267.55
98	267.05
99	267.15
100	267.25
101	266.75
102	266.35
103	266.45
104	266.35
105	265.65
106	266.35
107	266.85
108	266.95
109	267.35
110	267.85
111	267.85
112	267.55
113	267.75
114	268.25
115	268.65
116	268.45
117	268.95
118	268.75
119	268.65
120	268.55
121	268.65
122	268.45
123	268.05
124	267.55
125	267.25
126	266.55
127	266.25
128	265.85
129	264.95
130	264.65
131	265.25
132	264.95
133	265.85
134	266.55
135	266.95
136	266.85
137	266.25
138	265.95
139	265.85
140	265.75
141	265.85
142	266.15
143	266.65
144	266.65
145	266.85
146	266.15
147	265.75
148	265.85
149	266.15
150	266.75
151	266.95
152	266.75
153	266.75
154	267.25
155	267.45
156	267.95
157	268.55
158	268.85
159	268.65
160	268.55
161	268.05
162	267.95
163	267.95
164	268.45
165	268.75
166	268.55
167	268.45
168	268.25
169	268.25
170	268.05
171	267.55
172	267.25
173	267.05
174	266.85
175	267.05
176	266.85
177	266.55
178	266.15
179	266.45
180	266.55
181	266.65
182	267.15
183	267.85
184	267.65
185	267.15
186	266.65
187	266.45
188	266.65
189	266.75
190	266.95
191	267.45
192	267.35
193	267.15
194	267.25
195	267.55
196	268.15
197	268.45
198	268.55
199	269.05
200	269.65
201	269.85
202	270.65
203	271.25
204	271.95
205	272.65
206	273.35
207	273.85
208	274.25
209	274.35
210	274.35
211	274.35
212	274.45
213	274.25
214	274.15
215	273.85
216	273.85
217	273.85
218	274.05
219	273.85
220	274.85
221	275.85
222	276.05
223	275.95
224	276.05
225	274.75
226	276.25
227	276.55
228	277.55
229	277.85
230	277.55
231	277.05
232	276.95
233	276.65
234	275.85
235	275.35
236	275.05
237	275.05
238	274.65
239	274.45
240	274.75
241	274.85
242	274.25
243	274.25
244	274.15
245	274.15
246	274.25
247	274.55
248	274.55
249	274.55
250	274.65
251	274.75
252	275.25
253	275.35
254	275.25
255	274.15
256	274.05
257	274.25
258	274.45
259	274.95
260	275.05
261	274.95
262	274.85
263	274.65
264	274.35
265	273.55
266	273.15
267	272.85
268	272.95
269	273.15
270	273.25
271	273.05
272	272.85
273	272.65
274	272.65
275	273.15
276	273.25
277	273.55
278	273.75
279	273.95
280	273.65
281	273.45
282	273.25
283	273.15
284	272.95
285	272.85
286	273.05
287	273.15
288	272.95
289	272.95
290	272.75
291	272.75
292	272.65
293	272.55
294	272.55
295	272.75
296	272.85
297	272.75
298	272.85
299	272.65
300	272.95
301	273.45
302	274.15
303	273.65
304	273.45
305	272.65
306	272.35
307	271.95
308	271.55
309	271.35
310	270.75
311	270.55
312	270.15
313	269.65
314	269.35
315	269.85
316	270.25
317	270.65
318	271.15
319	271.35
320	271.75
321	272.05
322	271.95
323	271.85
324	272.45
325	272.95
326	273.65
327	273.85
328	273.85
329	273.85
330	273.95
331	274.05
332	274.15
333	274.25
334	274.45
335	274.55
336	274.75
337	274.85
338	274.75
339	274.65
340	274.75
341	274.95
342	274.95
343	275.05
344	275.05
345	275.25
346	275.55
347	276.15
348	276.55
349	277.05
350	277.05
351	276.75
352	276.65
353	276.75
354	276.75
355	276.85
356	276.75
357	276.75
358	276.85
359	276.75
360	276.65
361	276.65
362	276.55
363	276.55
364	276.45
365	276.35
366	276.15
367	275.95
368	275.95
369	275.95
370	275.85
371	276.25
372	277.15
373	278.05
374	279.35
375	279.85
376	279.95
377	278.95
378	278.05
379	277.05
380	276.05
381	275.15
382	274.65
383	274.35
384	274.05
385	273.85
386	274.05
387	274.45
388	273.95
389	273.85
390	273.75
391	273.25
392	273.15
393	272.55
394	273.15
395	274.15
396	274.75
397	275.85
398	276.75
399	277.05
400	276.65
401	275.85
402	274.65
403	273.95
404	273.15
405	272.65
406	272.35
407	272.35
408	272.35
409	272.15
410	272.05
411	272.25
412	272.05
413	271.95
414	271.95
415	272.25
416	272.15
417	272.75
418	273.35
419	274.15
420	275.05
421	275.95
422	276.75
423	276.75
424	276.35
425	275.75
426	275.25
427	274.95
428	274.35
429	273.85
430	273.45
431	273.15
432	272.55
433	272.35
434	271.95
435	271.95
436	271.95
437	272.05
438	272.15
439	272.05
440	271.65
441	271.85
442	272.15
443	271.45
444	271.35
445	271.55
446	271.95
447	272.25
448	272.65
449	272.65
450	272.75
451	272.75
452	272.85
453	272.65
454	272.05
455	271.35
456	271.25
457	270.95
458	270.65
459	270.35
460	270.45
461	270.95
462	271.45
463	271.75
464	271.75
465	271.65
466	272.25
467	272.65
468	273.15
469	273.75
470	274.25
471	274.55
472	274.55
473	274.25
474	273.95
475	273.85
476	273.65
477	273.65
478	273.75
479	273.75
480	273.75
481	274.05
482	274.55
483	274.55
484	274.55
485	274.55
486	274.55
487	274.55
488	274.55
489	274.55
490	274.75
491	274.65
