#1
double COP(8,6)
0	25	35	45	55	60	
-10	4.24	3.37	2.59	0	0	
-5	4.87	3.98	3.05	0	0	
0	5.55	4.49	3.61	2.92	0	
5	6.27	5.09	4.05	3.23	2.87	
10	6.91	5.69	4.49	3.63	3.13	
15	0	6.56	5.18	3.94	3.54	
20	0	7.13	5.38	4.36	3.81	

double Pthermal(8,6)
0	25	35	45	55	60	
-10	83.7	80.3	75.9	0	0	
-5	97.5	93.5	89.9	0	0	
0	113.3	108.7	104.5	102.0	0	
5	130.5	124.1	117.7	112.4	114.0	
10	147.3	141.7	133.3	127.0	123.8	
15	0	164.7	148.5	141.8	139.8	
20	0	182.5	168.3	158.8	154.6	
