#1	
double Load(8784,2)	
1794	3467481.667
1795	2998491.667
1796	3008866.667
1797	3470055
1798	3411655
1799	3658121.667
1800	3544670
1801	3365140
1802	3427720
1803	3290398.333
1804	3525385
1805	3712698.333
1806	3562623.333
1807	4385561.667
1808	4558901.667
1809	4093615
1810	4064416.667
1811	3660550
1812	3552833.333
1813	3298648.333
1814	3077391.667
1815	3040036.667
1816	3011975
1817	2932630
1818	3227878.333
1819	2791295
1820	2800953.333
1821	3230273.333
1822	3175908.333
1823	3405345
1824	3299731.667
1825	3192878.333
1826	3252256.667
1827	3121963.333
1828	3344921.667
1829	3522646.667
1830	3380255
1831	4161066.667
1832	4325531.667
1833	3884065
1834	3856360
1835	3473166.667
1836	3370965
1837	3129791.667
1838	2919861.667
1839	2884418.333
1840	2857793.333
1841	2782508.333
1842	3062643.333
1843	2648408.333
1844	2657573.333
1845	3064916.667
1846	3013335
1847	3231025
1848	3130820
1849	3545013.333
1850	3610940
1851	3466278.333
1852	3713825
1853	3911150
1854	3753055
1855	4619980
1856	4802585
1857	4312428.333
1858	4281668.333
1859	3856215
1860	3742741.667
1861	3474968.333
1862	3241885
1863	3202533.333
1864	3172971.667
1865	3089385
1866	3400415
1867	2940495
1868	2950670
1869	3402938.333
1870	3345668.333
1871	3587368.333
1872	3476110
1873	4130775
1874	4207593.333
1875	4039028.333
1876	4327480
1877	4557408.333
1878	4373190
1879	5383361.667
1880	5596140
1881	5024993.333
1882	4989150
1883	4493396.667
1884	4361173.333
1885	4049155
1886	3777558.333
1887	3731703.333
1888	3697258.333
1889	3599860
1890	3962283.333
1891	3426368.333
1892	3438223.333
1893	3965223.333
1894	3898488.333
1895	4180126.667
1896	4050485
1897	4640018.333
1898	4585685
1899	4515015
1900	4674210
1901	4868205
1902	4741468.333
1903	5627768.333
1904	6004226.667
1905	5697825
1906	5857428.333
1907	5485591.667
1908	5323930
1909	5041410
1910	4776453.333
1911	5021896.667
1912	4819396.667
1913	4817931.667
1914	5160600
1915	4502420
1916	4297601.667
1917	4619300
1918	4572596.667
1919	4569051.667
1920	4697206.667
1921	5162441.667
1922	5101991.667
1923	5023365
1924	5200483.333
1925	5416321.667
1926	5275315
1927	6261403.333
1928	6680246.667
1929	6339346.667
1930	6516921.667
1931	6103218.333
1932	5923355
1933	5609026.667
1934	5314238.333
1935	5587316.667
1936	5362018.333
1937	5360386.667
1938	5741636.667
1939	5009351.667
1940	4781473.333
1941	5139390
1942	5087430
1943	5083485
1944	5226070
1945	5198831.667
1946	5137955
1947	5058773.333
1948	5237141.667
1949	5454500
1950	5312500
1951	6305538.333
1952	6727335
1953	6384033.333
1954	6562858.333
1955	6146240
1956	5965108.333
1957	5648563.333
1958	5351698.333
1959	5626700
1960	5399813.333
1961	5398171.667
1962	5782108.333
1963	5044663.333
1964	4815176.667
1965	5175618.333
1966	5123290
1967	5119318.333
1968	5262908.333
1969	4726391.667
1970	4671046.667
1971	4599061.667
1972	4761220
1973	4958826.667
1974	4829731.667
1975	5732528.333
1976	6115993.333
1977	5803888.333
1978	5966463.333
1979	5587705
1980	5423033.333
1981	5135255
1982	4865366.667
1983	5115378.333
1984	4909110
1985	4907616.667
1986	5256663.333
1987	4586233.333
1988	4377601.667
1989	4705286.667
1990	4657715
1991	4654103.333
1992	4784645
1993	3925305
1994	3998301.667
1995	3838121.667
1996	4112225
1997	4330718.333
1998	4155663.333
1999	5115586.667
2000	5317781.667
2001	4775043.333
2002	4740983.333
2003	4269888.333
2004	4144243.333
2005	3847745
2006	3589658.333
2007	3546085
2008	3513351.667
2009	3420798.333
2010	3765195
2011	3255936.667
2012	3267203.333
2013	3767988.333
2014	3704573.333
2015	3972201.667
2016	3849010
2017	2773145
2018	2824715
2019	2711551.667
2020	2905200
2021	3059560
2022	2935886.667
2023	3614053.333
2024	3756900
2025	3373466.667
2026	3349405
2027	3016586.667
2028	2927820
2029	2718350
2030	2536016.667
2031	2505233.333
2032	2482108.333
2033	2416721.667
2034	2660030
2035	2300250
2036	2308208.333
2037	2662003.333
2038	2617201.667
2039	2806276.667
2040	2719243.333
2041	2593350
2042	2811170
2043	2435256.667
2044	2833183.333
2045	3202670
2046	2721306.667
2047	3762736.667
2048	3810445
2049	3692913.333
2050	3307650
2051	2613740
2052	2627428.333
2053	2217580
2054	1865645
2055	1926836.667
2056	1835160
2057	1703276.667
2058	1864706.667
2059	1773361.667
2060	1738556.667
2061	2253761.667
2062	2230396.667
2063	2395636.667
2064	2412211.667
2065	2698801.667
2066	2925478.333
2067	2534278.333
2068	2948386.667
2069	3332898.333
2070	2831961.667
2071	3915738.333
2072	3965386.667
2073	3843076.667
2074	3442146.667
2075	2720021.667
2076	2734266.667
2077	2307753.333
2078	1941505
2079	2005186.667
2080	1909781.667
2081	1772535
2082	1940530
2083	1845470
2084	1809250
2085	2345405
2086	2321090
2087	2493050
2088	2510296.667
2089	2933706.667
2090	2988265
2091	2868548.333
2092	3073408.333
2093	3236706.667
2094	3105873.333
2095	3823305
2096	3974421.667
2097	3568788.333
2098	3543333.333
2099	3191243.333
2100	3097338.333
2101	2875741.667
2102	2682850
2103	2650285
2104	2625820
2105	2556648.333
2106	2814043.333
2107	2433433.333
2108	2441853.333
2109	2816131.667
2110	2768736.667
2111	2968758.333
2112	2876685
2113	2942556.667
2114	2997278.333
2115	2877201.667
2116	3082680
2117	3246470
2118	3115241.667
2119	3834838.333
2120	3986410
2121	3579553.333
2122	3554021.667
2123	3200870
2124	3106681.667
2125	2884415
2126	2690943.333
2127	2658278.333
2128	2633741.667
2129	2564360
2130	2822531.667
2131	2440773.333
2132	2449218.333
2133	2824626.667
2134	2777088.333
2135	2977713.333
2136	2885363.333
2137	2947141.667
2138	3001948.333
2139	2881685
2140	3087483.333
2141	3251528.333
2142	3120096.667
2143	3840813.333
2144	3992621.667
2145	3585130
2146	3559558.333
2147	3205858.333
2148	3111521.667
2149	2888910
2150	2695136.667
2151	2662421.667
2152	2637845
2153	2568355
2154	2826930
2155	2444576.667
2156	2453035
2157	2829028.333
2158	2781415
2159	2982353.333
2160	2889858.333
2161	2493021.667
2162	2702413.333
2163	2341041.667
2164	2723575
2165	3078768.333
2166	2616026.667
2167	3617166.667
2168	3663030
2169	3550045
2170	3179686.667
2171	2512621.667
2172	2525780
2173	2131788.333
2174	1793466.667
2175	1852291.667
2176	1764163.333
2177	1637381.667
2178	1792566.667
2179	1704755
2180	1671296.667
2181	2166570
2182	2144108.333
2183	2302956.667
2184	2318888.333
2185	2169860
2186	2352110
2187	2037581.667
2188	2370528.333
2189	2679678.333
2190	2276920
2191	3148286.667
2192	3188205
2193	3089866.667
2194	2767515
2195	2186920
2196	2198373.333
2197	1855453.333
2198	1560986.667
2199	1612186.667
2200	1535480
2201	1425133.333
2202	1560203.333
2203	1483773.333
2204	1454653.333
2205	1885725
2206	1866176.667
2207	2004433.333
2208	2018300
2209	2528561.667
2210	2740940
2211	2374416.667
2212	2762403.333
2213	3122660
2214	2653321.667
2215	3668733.333
2216	3715251.667
2217	3600656.667
2218	3225016.667
2219	2548441.667
2220	2561790
2221	2162180
2222	1819035
2223	1878700
2224	1789313.333
2225	1660723.333
2226	1818121.667
2227	1729058.333
2228	1695123.333
2229	2197456.667
2230	2174676.667
2231	2335788.333
2232	2351948.333
2233	3176733.333
2234	3235810
2235	3106176.667
2236	3328008.333
2237	3504833.333
2238	3363161.667
2239	4140025
2240	4303658.333
2241	3864423.333
2242	3836860
2243	3455605
2244	3353920
2245	3113965
2246	2905096.667
2247	2869831.667
2248	2843341.667
2249	2768438.333
2250	3047156.667
2251	2635016.667
2252	2644133.333
2253	3049418.333
2254	2998096.667
2255	3214686.667
2256	3114988.333
2257	3349725
2258	3412020
2259	3275326.667
2260	3509238.333
2261	3695691.667
2262	3546305
2263	4365473.333
2264	4538020
2265	4074865
2266	4045800
2267	3643783.333
2268	3536560
2269	3283540
2270	3063296.667
2271	3026111.667
2272	2998178.333
2273	2919196.667
2274	3213093.333
2275	2778510
2276	2788123.333
2277	3215476.667
2278	3161361.667
2279	3389746.667
2280	3284618.333
2281	3370598.333
2282	3433281.667
2283	3295736.667
2284	3531105
2285	3718721.667
2286	3568403.333
2287	4392676.667
2288	4566296.667
2289	4100256.667
2290	4071010
2291	3666488.333
2292	3558598.333
2293	3304000
2294	3082385
2295	3044968.333
2296	3016861.667
2297	2937386.667
2298	3233115
2299	2795823.333
2300	2805496.667
2301	3235513.333
2302	3181060
2303	3410868.333
2304	3305085
2305	3855285
2306	3926980
2307	3769656.667
2308	4038871.667
2309	4253466.667
2310	4081533.333
2311	5024335
2312	5222921.667
2313	4689865
2314	4656413.333
2315	4193721.667
2316	4070316.667
2317	3779110
2318	3525625
2319	3482828.333
2320	3450680
2321	3359778.333
2322	3698030
2323	3197856.667
2324	3208921.667
2325	3700775
2326	3638491.667
2327	3901345
2328	3780350
2329	4200446.667
2330	4278560
2331	4107153.333
2332	4400468.333
2333	4634276.667
2334	4446951.667
2335	5474161.667
2336	5690526.667
2337	5109746.667
2338	5073300
2339	4569185
2340	4434731.667
2341	4117451.667
2342	3841273.333
2343	3794645
2344	3759618.333
2345	3660576.667
2346	4029113.333
2347	3484160
2348	3496215
2349	4032103.333
2350	3964243.333
2351	4250631.667
2352	4118803.333
2353	4344845
2354	4425645
2355	4248343.333
2356	4551743.333
2357	4793588.333
2358	4599823.333
2359	5662346.667
2360	5886150
2361	5285405
2362	5247705
2363	4726258.333
2364	4587183.333
2365	4258996.667
2366	3973325
2367	3925093.333
2368	3888861.667
2369	3786416.667
2370	4167621.667
2371	3603935
2372	3616405
2373	4170715
2374	4100521.667
2375	4396755
2376	4260395
2377	4526050
2378	4610220
2379	4425525
2380	4741578.333
2381	4993510
2382	4791663.333
2383	5898500
2384	6131638.333
2385	5505836.667
2386	5466565
2387	4923371.667
2388	4778496.667
2389	4436621.667
2390	4139035
2391	4088793.333
2392	4051050
2393	3944331.667
2394	4341436.667
2395	3754240
2396	3767230
2397	4344658.333
2398	4271538.333
2399	4580125
2400	4438078.333
2401	4131840
2402	4208678.333
2403	4040070
2404	4328596.667
2405	4558585
2406	4374318.333
2407	5384751.667
2408	5597583.333
2409	5026290
2410	4990438.333
2411	4494555
2412	4362298.333
2413	4050200
2414	3778533.333
2415	3732666.667
2416	3698211.667
2417	3600788.333
2418	3963305
2419	3427253.333
2420	3439111.667
2421	3966246.667
2422	3899495
2423	4181205
2424	4051530
2425	3925838.333
2426	3998846.667
2427	3838645
2428	4112785
2429	4331308.333
2430	4156228.333
2431	5116283.333
2432	5318505
2433	4775693.333
2434	4741630
2435	4270470
2436	4144806.667
2437	3848270
2438	3590146.667
2439	3546566.667
2440	3513830
2441	3421263.333
2442	3765706.667
2443	3256380
2444	3267646.667
2445	3768501.667
2446	3705078.333
2447	3972743.333
2448	3849533.333
2449	3620715
2450	3688048.333
2451	3540296.667
2452	3793130
2453	3994668.333
2454	3833196.667
2455	4718635
2456	4905140
2457	4404516.667
2458	4373100
2459	3938560
2460	3822663.333
2461	3549173.333
2462	3311113.333
2463	3270920
2464	3240728.333
2465	3155356.667
2466	3473028.333
2467	3003286.667
2468	3013678.333
2469	3475605
2470	3417111.667
2471	3663973.333
2472	3550340
2473	3333778.333
2474	3395775
2475	3259733.333
2476	3492530
2477	3678096.667
2478	3529421.667
2479	4344690
2480	4516413.333
2481	4055465
2482	4026538.333
2483	3626435
2484	3519723.333
2485	3267906.667
2486	3048711.667
2487	3011705
2488	2983905
2489	2905298.333
2490	3197795
2491	2765281.667
2492	2774848.333
2493	3200168.333
2494	3146310
2495	3373608.333
2496	3268980
2497	2896936.667
2498	2950810
2499	2832593.333
2500	3034886.667
2501	3196138.333
2502	3066943.333
2503	3775383.333
2504	3924605
2505	3524056.667
2506	3498920
2507	3151245
2508	3058516.667
2509	2839696.667
2510	2649223.333
2511	2617065
2512	2592908.333
2513	2524603.333
2514	2778771.667
2515	2402931.667
2516	2411246.667
2517	2780835
2518	2734033.333
2519	2931546.667
2520	2840628.333
2521	2738953.333
2522	2969001.667
2523	2571981.667
2524	2992251.667
2525	3382483.333
2526	2874093.333
2527	3973993.333
2528	4024381.667
2529	3900251.667
2530	3493356.667
2531	2760488.333
2532	2774945
2533	2342086.667
2534	1970390
2535	2035018.333
2536	1938195
2537	1798906.667
2538	1969400
2539	1872926.667
2540	1836166.667
2541	2380298.333
2542	2355621.667
2543	2530140
2544	2547643.333
2545	2126250
2546	2304836.667
2547	1996630
2548	2322885
2549	2625821.667
2550	2231158.333
2551	3085011.667
2552	3124126.667
2553	3027765
2554	2711893.333
2555	2142966.667
2556	2154190
2557	1818161.667
2558	1529613.333
2559	1579785
2560	1504620
2561	1396490
2562	1528845
2563	1453953.333
2564	1425416.667
2565	1847825
2566	1828670
2567	1964146.667
2568	1977735
2569	1639588.333
2570	1777300
2571	1539636.667
2572	1791216.667
2573	2024816.667
2574	1720485
2575	2378906.667
2576	2409070
2577	2334763.333
2578	2091188.333
2579	1652478.333
2580	1661133.333
2581	1402016.667
2582	1179511.667
2583	1218200
2584	1160238.333
2585	1076858.333
2586	1178920
2587	1121168.333
2588	1099163.333
2589	1424890
2590	1410118.333
2591	1514588.333
2592	1525066.667
2593	1645330
2594	1783525
2595	1545028.333
2596	1797490
2597	2031908.333
2598	1726511.667
2599	2387238.333
2600	2417506.667
2601	2342940
2602	2098511.667
2603	1658266.667
2604	1666951.667
2605	1406926.667
2606	1183643.333
2607	1222466.667
2608	1164303.333
2609	1080630
2610	1183048.333
2611	1125095
2612	1103013.333
2613	1429881.667
2614	1415058.333
2615	1519893.333
2616	1530408.333
2617	2295088.333
2618	2487855
2619	2155175
2620	2507336.667
2621	2834330
2622	2408326.667
2623	3329981.667
2624	3372203.333
2625	3268190
2626	2927235
2627	2313131.667
2628	2325246.667
2629	1962535
2630	1651075
2631	1705230
2632	1624096.667
2633	1507381.667
2634	1650245
2635	1569406.667
2636	1538603.333
2637	1994555
2638	1973878.333
2639	2120113.333
2640	2134781.667
2641	2414033.333
2642	2616791.667
2643	2266870
2644	2637283.333
2645	2981221.667
2646	2533141.667
2647	3502561.667
2648	3546973.333
2649	3437568.333
2650	3078943.333
2651	2433013.333
2652	2445755
2653	2064246.667
2654	1736645
2655	1793605
2656	1708268.333
2657	1585503.333
2658	1735771.667
2659	1650743.333
2660	1618345
2661	2097926.667
2662	2076176.667
2663	2229991.667
2664	2245418.333
2665	1749623.333
2666	1896576.667
2667	1642963.333
2668	1911428.333
2669	2160705
2670	1835950
2671	2538558.333
2672	2570745
2673	2491451.667
2674	2231530
2675	1763378.333
2676	1772615
2677	1496106.667
2678	1258670
2679	1299955
2680	1238105
2681	1149128.333
2682	1258038.333
2683	1196411.667
2684	1172930
2685	1520516.667
2686	1504753.333
2687	1616235
2688	1627416.667
2689	938673.3333
2690	1017513.333
2691	881450
2692	1025481.667
2693	1159220
2694	984988.3333
2695	1361936.667
2696	1379205
2697	1336665
2698	1197216.667
2699	946053.3333
2700	951008.3333
2701	802661.6667
2702	675276.6667
2703	697426.6667
2704	664243.3333
2705	616508.3333
2706	674938.3333
2707	641875
2708	629276.6667
2709	815758.3333
2710	807301.6667
2711	867110
2712	873110
2713	1361460
2714	1475811.667
2715	1278463.333
2716	1487366.667
2717	1681341.667
2718	1428635
2719	1975365
2720	2000411.667
2721	1938710
2722	1736453.333
2723	1372163.333
2724	1379350
2725	1164188.333
2726	979428.3333
2727	1011553.333
2728	963425
2729	894188.3333
2730	978935
2731	930981.6667
2732	912710
2733	1183181.667
2734	1170916.667
2735	1257665
2736	1266365
2737	1862615
2738	2019060
2739	1749066.667
2740	2034870
2741	2300245
2742	1954516.667
2743	2702500
2744	2736766.667
2745	2652351.667
2746	2375645
2747	1877260
2748	1887091.667
2749	1592726.667
2750	1339956.667
2751	1383906.667
2752	1318061.667
2753	1223340
2754	1339283.333
2755	1273676.667
2756	1248678.333
2757	1618713.333
2758	1601931.667
2759	1720611.667
2760	1732516.667
2761	1962690
2762	2127540
2763	1843041.667
2764	2144198.333
2765	2423833.333
2766	2059528.333
2767	2847700
2768	2883806.667
2769	2794858.333
2770	2503283.333
2771	1978121.667
2772	1988481.667
2773	1678301.667
2774	1411950
2775	1458261.667
2776	1388878.333
2777	1289066.667
2778	1411240
2779	1342108.333
2780	1315768.333
2781	1705683.333
2782	1688001.667
2783	1813056.667
2784	1825600
2785	1884876.667
2786	2043190
2787	1769971.667
2788	2059188.333
2789	2327736.667
2790	1977875
2791	2734798.333
2792	2769473.333
2793	2684050
2794	2404036.667
2795	1899695
2796	1909645
2797	1611761.667
2798	1355970
2799	1400446.667
2800	1333815
2801	1237960
2802	1355290
2803	1288898.333
2804	1263601.667
2805	1638058.333
2806	1621076.667
2807	1741175
2808	1753221.667
2809	2325711.667
2810	2521051.667
2811	2183933.333
2812	2540793.333
2813	2872148.333
2814	2440461.667
2815	3374415
2816	3417200
2817	3311798.333
2818	2966295
2819	2343996.667
2820	2356273.333
2821	1988721.667
2822	1673106.667
2823	1727983.333
2824	1645768.333
2825	1527495
2826	1672265
2827	1590346.667
2828	1559135
2829	2021170
2830	2000216.667
2831	2148403.333
2832	2163266.667
2833	2129401.667
2834	2308253.333
2835	1999590
2836	2326326.667
2837	2629713.333
2838	2234465
2839	3089583.333
2840	3128758.333
2841	3032253.333
2842	2715911.667
2843	2146143.333
2844	2157381.667
2845	1820856.667
2846	1531881.667
2847	1582126.667
2848	1506850
2849	1398560
2850	1531111.667
2851	1456108.333
2852	1427530
2853	1850565
2854	1831380
2855	1967058.333
2856	1980666.667
2857	1896606.667
2858	2055905
2859	1780986.667
2860	2072003.333
2861	2342223.333
2862	1990185
2863	2751818.333
2864	2786710
2865	2700755
2866	2418998.333
2867	1911518.333
2868	1921528.333
2869	1621793.333
2870	1364410
2871	1409161.667
2872	1342115
2873	1245665
2874	1363725
2875	1296920
2876	1271466.667
2877	1648253.333
2878	1631166.667
2879	1752011.667
2880	1764133.333
2881	1578656.667
2882	1711250
2883	1482418.333
2884	1724650
2885	1949568.333
2886	1656546.667
2887	2290498.333
2888	2319540
2889	2247995
2890	2013473.333
2891	1591068.333
2892	1599400
2893	1349913.333
2894	1135678.333
2895	1172926.667
2896	1117120
2897	1036838.333
2898	1135106.667
2899	1079501.667
2900	1058315
2901	1371936.667
2902	1357715
2903	1458301.667
2904	1468390
2905	1524790
2906	1652860
2907	1431836.667
2908	1665803.333
2909	1883048.333
2910	1600023.333
2911	2212345
2912	2240396.667
2913	2171291.667
2914	1944771.667
2915	1536778.333
2916	1544826.667
2917	1303851.667
2918	1096926.667
2919	1132906.667
2920	1079003.333
2921	1001461.667
2922	1096376.667
2923	1042668.333
2924	1022205
2925	1325125
2926	1311388.333
2927	1408543.333
2928	1418288.333
2929	1400860
2930	1518520
2931	1315461.667
2932	1530411.667
2933	1729998.333
2934	1469978.333
2935	2032531.667
2936	2058303.333
2937	1994815
2938	1786705
2939	1411873.333
2940	1419268.333
2941	1197878.333
2942	1007771.667
2943	1040826.667
2944	991305
2945	920065
2946	1007265
2947	957923.3333
2948	939123.3333
2949	1217423.333
2950	1204801.667
2951	1294060
2952	1303013.333
2953	1035996.667
2954	1123011.667
2955	972841.6667
2956	1131805
2957	1279410
2958	1087113.333
2959	1503145
2960	1522205
2961	1475253.333
2962	1321346.667
2963	1044141.667
2964	1049610
2965	885883.3333
2966	745291.6667
2967	769736.6667
2968	733113.3333
2969	680428.3333
2970	744916.6667
2971	708426.6667
2972	694521.6667
2973	900338.3333
2974	891003.3333
2975	957013.3333
2976	963635
2977	347303.3333
2978	359708.3333
2979	355101.6667
2980	376425
2981	418340
2982	396811.6667
2983	446140
2984	462341.6667
2985	538488.3333
2986	420366.6667
2987	381733.3333
2988	383123.3333
2989	363680
2990	349028.3333
2991	280965
2992	367373.3333
2993	326565
2994	271905
2995	313453.3333
2996	336213.3333
2997	328636.6667
2998	338510
2999	337530
3000	351740
3001	337366.6667
3002	349415
3003	344940
3004	365653.3333
3005	406370
3006	385456.6667
3007	433375
3008	449113.3333
3009	523080
3010	408338.3333
3011	370811.6667
3012	372160
3013	353275
3014	339041.6667
3015	272925
3016	356860
3017	317220
3018	264125
3019	304483.3333
3020	326593.3333
3021	319233.3333
3022	328823.3333
3023	327871.6667
3024	341676.6667
3025	333215
3026	345115
3027	340695
3028	361155
3029	401370
3030	380715
3031	428041.6667
3032	443586.6667
3033	516643.3333
3034	403313.3333
3035	366248.3333
3036	367581.6667
3037	348926.6667
3038	334870
3039	269566.6667
3040	352470
3041	313316.6667
3042	260875
3043	300736.6667
3044	322575
3045	315305
3046	324778.3333
3047	323838.3333
3048	337471.6667
3049	337933.3333
3050	350001.6667
3051	345520
3052	366268.3333
3053	407053.3333
3054	386105
3055	434103.3333
3056	449866.6667
3057	523958.3333
3058	409023.3333
3059	371433.3333
3060	372785
3061	353868.3333
3062	339611.6667
3063	273383.3333
3064	357460
3065	317753.3333
3066	264568.3333
3067	304995
3068	327141.6667
3069	319768.3333
3070	329376.6667
3071	328423.3333
3072	342250
3073	1272745
3074	1379643.333
3075	1195155
3076	1390446.667
3077	1571781.667
3078	1335541.667
3079	1846646.667
3080	1870060
3081	1812380
3082	1623301.667
3083	1282750
3084	1289468.333
3085	1088326.667
3086	915606.6667
3087	945638.3333
3088	900645
3089	835920
3090	915146.6667
3091	870316.6667
3092	853235
3093	1106083.333
3094	1094616.667
3095	1175711.667
3096	1183846.667
3097	2089763.333
3098	2265285
3099	1962368.333
3100	2283023.333
3101	2580763.333
3102	2192871.667
3103	3032071.667
3104	3070516.667
3105	2975808.333
3106	2665356.667
3107	2106193.333
3108	2117223.333
3109	1786961.667
3110	1503365
3111	1552675
3112	1478801.667
3113	1372526.667
3114	1502610
3115	1429003.333
3116	1400956.667
3117	1816116.667
3118	1797290
3119	1930441.667
3120	1943798.333
3121	2322976.667
3122	2518086.667
3123	2181363.333
3124	2537805
3125	2868770
3126	2437591.667
3127	3370445
3128	3413181.667
3129	3307903.333
3130	2962805
3131	2341240
3132	2353501.667
3133	1986383.333
3134	1671138.333
3135	1725951.667
3136	1643831.667
3137	1525698.333
3138	1670298.333
3139	1588476.667
3140	1557300
3141	2018791.667
3142	1997863.333
3143	2145876.667
3144	2160721.667
3145	2128748.333
3146	2307545
3147	1998976.667
3148	2325615
3149	2628908.333
3150	2233781.667
3151	3088636.667
3152	3127800
3153	3031323.333
3154	2715080
3155	2145485
3156	2156721.667
3157	1820298.333
3158	1531411.667
3159	1581641.667
3160	1506388.333
3161	1398131.667
3162	1530641.667
3163	1455661.667
3164	1427091.667
3165	1849998.333
3166	1830818.333
3167	1966456.667
3168	1980060
3169	1482363.333
3170	1606868.333
3171	1391995
3172	1619451.667
3173	1830651.667
3174	1555503.333
3175	2150785
3176	2178056.667
3177	2110875
3178	1890656.667
3179	1494018.333
3180	1501841.667
3181	1267571.667
3182	1066405
3183	1101383.333
3184	1048980
3185	973595
3186	1065868.333
3187	1013656.667
3188	993761.6667
3189	1288253.333
3190	1274898.333
3191	1369350
3192	1378823.333
3193	1132786.667
3194	1227931.667
3195	1063730
3196	1237546.667
3197	1398940
3198	1188678.333
3199	1643580
3200	1664418.333
3201	1613080
3202	1444795
3203	1141693.333
3204	1147671.667
3205	968648.3333
3206	814921.6667
3207	841650
3208	801605
3209	743998.3333
3210	814511.6667
3211	774611.6667
3212	759408.3333
3213	984453.3333
3214	974246.6667
3215	1046425
3216	1053663.333
3217	666363.3333
3218	690161.6667
3219	681323.3333
3220	722236.6667
3221	802660
3222	761353.3333
3223	855998.3333
3224	887085
3225	1033185
3226	806546.6667
3227	732423.3333
3228	735088.3333
3229	697785
3230	669671.6667
3231	539080
3232	704870
3233	626571.6667
3234	521698.3333
3235	601415
3236	645085
3237	630546.6667
3238	649491.6667
3239	647611.6667
3240	674876.6667
3241	337213.3333
3242	349256.6667
3243	344783.3333
3244	365488.3333
3245	406185
3246	385281.6667
3247	433176.6667
3248	448908.3333
3249	522841.6667
3250	408151.6667
3251	370641.6667
3252	371991.6667
3253	353113.3333
3254	338886.6667
3255	272801.6667
3256	356698.3333
3257	317076.6667
3258	264005
3259	304345
3260	326445
3261	319086.6667
3262	328675
3263	327723.3333
3264	341520
3265	339066.6667
3266	351176.6667
3267	346678.3333
3268	367496.6667
3269	408418.3333
3270	387400
3271	435558.3333
3272	451376.6667
3273	525716.6667
3274	410395
3275	372680
3276	374036.6667
3277	355055
3278	340750
3279	274301.6667
3280	358660
3281	318820
3282	265456.6667
3283	306018.3333
3284	328240
3285	320841.6667
3286	330481.6667
3287	329525
3288	343398.3333
3289	339691.6667
3290	351823.3333
3291	347318.3333
3292	368173.3333
3293	409171.6667
3294	388115
3295	436361.6667
3296	452208.3333
3297	526685
3298	411151.6667
3299	373366.6667
3300	374725
3301	355710
3302	341378.3333
3303	274806.6667
3304	359320
3305	319406.6667
3306	265945
3307	306583.3333
3308	328845
3309	321433.3333
3310	331090
3311	330131.6667
3312	344031.6667
3313	551438.3333
3314	571133.3333
3315	563818.3333
3316	597675
3317	664228.3333
3318	630045
3319	708368.3333
3320	734091.6667
3321	854995
3322	667445
3323	606105
3324	608311.6667
3325	577441.6667
3326	554176.6667
3327	446106.6667
3328	583303.3333
3329	518510
3330	431723.3333
3331	497691.6667
3332	533830
3333	521798.3333
3334	537476.6667
3335	535920
3336	558483.3333
3337	1422381.667
3338	1541848.333
3339	1335670
3340	1553921.667
3341	1756576.667
3342	1492561.667
3343	2063756.667
3344	2089923.333
3345	2025460
3346	1814155
3347	1433563.333
3348	1441071.667
3349	1216281.667
3350	1023253.333
3351	1056816.667
3352	1006535
3353	934200
3354	1022740
3355	972640
3356	953550
3357	1236126.667
3358	1223311.667
3359	1313940
3360	1323030
3361	1328316.667
3362	1439883.333
3363	1247340
3364	1451158.333
3365	1640410
3366	1393855
3367	1927276.667
3368	1951713.333
3369	1891513.333
3370	1694181.667
3371	1338760
3372	1345771.667
3373	1135846.667
3374	955585
3375	986926.6667
3376	939970
3377	872420
3378	955105
3379	908316.6667
3380	890490
3381	1154378.333
3382	1142411.667
3383	1227046.667
3384	1235536.667
3385	1428895
3386	1548910
3387	1341786.667
3388	1561038.333
3389	1764620
3390	1499396.667
3391	2073208.333
3392	2099495
3393	2034736.667
3394	1822463.333
3395	1440130
3396	1447671.667
3397	1221851.667
3398	1027940
3399	1061656.667
3400	1011143.333
3401	938478.3333
3402	1027423.333
3403	977093.3333
3404	957916.6667
3405	1241786.667
3406	1228913.333
3407	1319958.333
3408	1329090
3409	1661078.333
3410	1800595
3411	1559815
3412	1814693.333
3413	2051355
3414	1743035
3415	2410085
3416	2440645
3417	2365363.333
3418	2118596.667
3419	1674136.667
3420	1682905
3421	1420391.667
3422	1194971.667
3423	1234166.667
3424	1175446.667
3425	1090971.667
3426	1194371.667
3427	1135863.333
3428	1113570
3429	1443566.667
3430	1428601.667
3431	1534440
3432	1545055
3433	1849291.667
3434	2004616.667
3435	1736555
3436	2020313.333
3437	2283791.667
3438	1940535
3439	2683168.333
3440	2717188.333
3441	2633378.333
3442	2358651.667
3443	1863831.667
3444	1873591.667
3445	1581333.333
3446	1330371.667
3447	1374006.667
3448	1308633.333
3449	1214588.333
3450	1329703.333
3451	1264565
3452	1239746.667
3453	1607135
3454	1590473.333
3455	1708303.333
3456	1720123.333
3457	2125596.667
3458	2304130
3459	1996018.333
3460	2322171.667
3461	2625016.667
3462	2230475
3463	3084065
3464	3123170
3465	3026836.667
3466	2711061.667
3467	2142310
3468	2153528.333
3469	1817603.333
3470	1529145
3471	1579300
3472	1504158.333
3473	1396061.667
3474	1528376.667
3475	1453506.667
3476	1424980
3477	1847258.333
3478	1828108.333
3479	1963545
3480	1977130
3481	1629171.667
3482	1766008.333
