#1	
double Load(8784,2)	
5227	263981.6667
5228	283150
5229	276768.3333
5230	285085
5231	284260
5232	296226.6667
5233	297755
5234	308388.3333
5235	304438.3333
5236	322720
5237	358656.6667
5238	340198.3333
5239	382490
5240	396380
5241	461663.3333
5242	360393.3333
5243	327271.6667
5244	328463.3333
5245	311795
5246	299233.3333
5247	240880
5248	314960
5249	279973.3333
5250	233113.3333
5251	268733.3333
5252	288246.6667
5253	281750
5254	290215
5255	289375
5256	301558.3333
5257	305713.3333
5258	316631.6667
5259	312576.6667
5260	331346.6667
5261	368241.6667
5262	349291.6667
5263	392713.3333
5264	406975
5265	474001.6667
5266	370025
5267	336020
5268	337243.3333
5269	320128.3333
5270	307231.6667
5271	247318.3333
5272	323378.3333
5273	287456.6667
5274	239343.3333
5275	275916.6667
5276	295951.6667
5277	289280
5278	297971.6667
5279	297110
5280	309618.3333
5281	310746.6667
5282	321845
5283	317723.3333
5284	336803.3333
5285	374306.6667
5286	355043.3333
5287	399180
5288	413676.6667
5289	481806.6667
5290	376118.3333
5291	341553.3333
5292	342795
5293	325400
5294	312290
5295	251390
5296	328703.3333
5297	292190
5298	243285
5299	280458.3333
5300	300825
5301	294043.3333
5302	302878.3333
5303	302001.6667
5304	314716.6667
5305	317918.3333
5306	329271.6667
5307	325055
5308	344575
5309	382943.3333
5310	363236.6667
5311	408391.6667
5312	423223.3333
5313	492926.6667
5314	384798.3333
5315	349435
5316	350706.6667
5317	332908.3333
5318	319496.6667
5319	257191.6667
5320	336288.3333
5321	298933.3333
5322	248898.3333
5323	286931.6667
5324	307766.6667
5325	300830
5326	309868.3333
5327	308971.6667
5328	321980
5329	328225
5330	339946.6667
5331	335593.3333
5332	355746.6667
5333	395360
5334	375013.3333
5335	421631.6667
5336	436943.3333
5337	508906.6667
5338	397273.3333
5339	360763.3333
5340	362076.6667
5341	343701.6667
5342	329855
5343	265530
5344	347191.6667
5345	308625
5346	256968.3333
5347	296233.3333
5348	317745
5349	310583.3333
5350	319915
5351	318988.3333
5352	332418.3333
5353	340058.3333
5354	352203.3333
5355	347693.3333
5356	368571.6667
5357	409613.3333
5358	388533.3333
5359	436833.3333
5360	452696.6667
5361	527255
5362	411596.6667
5363	373770
5364	375130
5365	356093.3333
5366	341746.6667
5367	275103.3333
5368	359708.3333
5369	319751.6667
5370	266233.3333
5371	306913.3333
5372	329200
5373	321780
5374	331448.3333
5375	330488.3333
5376	344403.3333
5377	348001.6667
5378	360430
5379	355813.3333
5380	377180
5381	419180
5382	397608.3333
5383	447035
5384	463270
5385	539568.3333
5386	421210
5387	382500
5388	383891.6667
5389	364410
5390	349728.3333
5391	281528.3333
5392	368110
5393	327220
5394	272451.6667
5395	314081.6667
5396	336888.3333
5397	329295
5398	339190
5399	338208.3333
5400	352446.6667
5401	621333.3333
5402	643525
5403	635283.3333
5404	673431.6667
5405	748420
5406	709905
5407	798155
5408	827140
5409	963366.6667
5410	752043.3333
5411	682930
5412	685415
5413	650631.6667
5414	624418.3333
5415	502651.6667
5416	657236.6667
5417	584231.6667
5418	486445
5419	560773.3333
5420	601493.3333
5421	587936.6667
5422	605601.6667
5423	603848.3333
5424	629271.6667
5425	343520
5426	355788.3333
5427	351231.6667
5428	372323.3333
5429	413781.6667
5430	392488.3333
5431	441280
5432	457305
5433	532621.6667
5434	415786.6667
5435	377575
5436	378948.3333
5437	359718.3333
5438	345225
5439	277903.3333
5440	363370
5441	323006.6667
5442	268943.3333
5443	310038.3333
5444	332550
5445	325055
5446	334821.6667
5447	333853.3333
5448	347908.3333
5449	331600
5450	343443.3333
5451	339045
5452	359405
5453	399425
5454	378870
5455	425968.3333
5456	441436.6667
5457	514140
5458	401358.3333
5459	364473.3333
5460	365800
5461	347236.6667
5462	333246.6667
5463	268261.6667
5464	350761.6667
5465	311798.3333
5466	259611.6667
5467	299280
5468	321011.6667
5469	313776.6667
5470	323205
5471	322268.3333
5472	335836.6667
5473	326066.6667
5474	337711.6667
5475	333386.6667
5476	353406.6667
5477	392760
5478	372548.3333
5479	418860
5480	434071.6667
5481	505561.6667
5482	394661.6667
5483	358391.6667
5484	359696.6667
5485	341441.6667
5486	327686.6667
5487	263785
5488	344908.3333
5489	306596.6667
5490	255278.3333
5491	294286.6667
5492	315655
5493	308540
5494	317811.6667
5495	316891.6667
5496	330231.6667
5497	310281.6667
5498	321363.3333
5499	317248.3333
5500	336298.3333
5501	373746.6667
5502	354513.3333
5503	398583.3333
5504	413058.3333
5505	481086.6667
5506	375556.6667
5507	341041.6667
5508	342283.3333
5509	324913.3333
5510	311823.3333
5511	251015
5512	328211.6667
5513	291753.3333
5514	242921.6667
5515	280040
5516	300375
5517	293605
5518	302425
5519	301550
5520	314246.6667
5521	295940
5522	306510
5523	302583.3333
5524	320755
5525	356470
5526	338126.6667
5527	380160
5528	393965
5529	458850
5530	358196.6667
5531	325278.3333
5532	326461.6667
5533	309895
5534	297410
5535	239411.6667
5536	313041.6667
5537	278268.3333
5538	231691.6667
5539	267095
5540	286490
5541	280033.3333
5542	288446.6667
5543	287611.6667
5544	299720
5545	300470
5546	311201.6667
5547	307215
5548	325663.3333
5549	361926.6667
5550	343301.6667
5551	385978.3333
5552	399995
5553	465873.3333
5554	363680
5555	330256.6667
5556	331458.3333
5557	314638.3333
5558	301961.6667
5559	243076.6667
5560	317831.6667
5561	282526.6667
5562	235238.3333
5563	271183.3333
5564	290875
5565	284320
5566	292861.6667
5567	292015
5568	304308.3333
5569	304875
5570	315763.3333
5571	311718.3333
5572	330438.3333
5573	367231.6667
5574	348333.3333
5575	391636.6667
5576	405858.3333
5577	472701.6667
5578	369010
5579	335098.3333
5580	336316.6667
5581	319250
5582	306388.3333
5583	246640
5584	322491.6667
5585	286668.3333
5586	238686.6667
5587	275158.3333
5588	295138.3333
5589	288486.6667
5590	297155
5591	296295
5592	308768.3333
5593	299845
5594	310553.3333
5595	306576.6667
5596	324986.6667
5597	361175
5598	342588.3333
5599	385175
5600	399163.3333
5601	464905
5602	362923.3333
5603	329570
5604	330770
5605	313983.3333
5606	301333.3333
5607	242571.6667
5608	317171.6667
5609	281940
5610	234750
5611	270620
5612	290270
5613	283728.3333
5614	292253.3333
5615	291406.6667
5616	303675
5617	305128.3333
5618	316025
5619	311978.3333
5620	330711.6667
5621	367536.6667
5622	348623.3333
5623	391961.6667
5624	406195
5625	473095
5626	369316.6667
5627	335376.6667
5628	336596.6667
5629	319515
5630	306643.3333
5631	246845
5632	322760
5633	286906.6667
5634	238885
5635	275388.3333
5636	295385
5637	288726.6667
5638	297401.6667
5639	296541.6667
5640	309025
5641	319295
5642	330698.3333
5643	326463.3333
5644	346068.3333
5645	384603.3333
5646	364811.6667
5647	410161.6667
5648	425056.6667
5649	495061.6667
5650	386465
5651	350948.3333
5652	352226.6667
5653	334351.6667
5654	320881.6667
5655	258306.6667
5656	337746.6667
5657	300228.3333
5658	249978.3333
5659	288175
5660	309100
5661	302133.3333
5662	311211.6667
5663	310310
5664	323375
5665	325110
5666	336721.6667
5667	332408.3333
5668	352370
5669	391606.6667
5670	371455
5671	417630
5672	432796.6667
5673	504076.6667
5674	393503.3333
5675	357340
5676	358640
5677	340440
5678	326725
5679	263010
5680	343896.6667
5681	305696.6667
5682	254530
5683	293421.6667
5684	314728.3333
5685	307635
5686	316878.3333
5687	315961.6667
5688	329263.3333
5689	328818.3333
5690	340561.6667
5691	336200
5692	356388.3333
5693	396073.3333
5694	375690
5695	422393.3333
5696	437731.6667
5697	509825
5698	397990
5699	361415
5700	362730
5701	344321.6667
5702	330450
5703	266010
5704	347818.3333
5705	309181.6667
5706	257431.6667
5707	296768.3333
5708	318318.3333
5709	311143.3333
5710	320491.6667
5711	319565
5712	333018.3333
5713	339280
5714	351396.6667
5715	346896.6667
5716	367728.3333
5717	408675
5718	387645
5719	435833.3333
5720	451660
5721	526048.3333
5722	410655
5723	372915
5724	374271.6667
5725	355278.3333
5726	340965
5727	274473.3333
5728	358885
5729	319020
5730	265623.3333
5731	306211.6667
5732	328446.6667
5733	321043.3333
5734	330690
5735	329733.3333
5736	343615
5737	992858.3333
5738	1076250
5739	932331.6667
5740	1084676.667
5741	1226135
5742	1041845
5743	1440553.333
5744	1458820
5745	1413823.333
5746	1266325
5747	1000663.333
5748	1005905
5749	848995
5750	714256.6667
5751	737685
5752	702586.6667
5753	652095
5754	713898.3333
5755	678926.6667
5756	665601.6667
5757	862846.6667
5758	853901.6667
5759	917163.3333
5760	923508.3333
5761	546633.3333
5762	566155
5763	558905
5764	592466.6667
5765	658440
5766	624555
5767	702195
5768	727695
5769	847545
5770	661628.3333
5771	600823.3333
5772	603010
5773	572408.3333
5774	549346.6667
5775	442220
5776	578220
5777	513991.6667
5778	427960
5779	493353.3333
5780	529178.3333
5781	517251.6667
5782	532791.6667
5783	531250
5784	553616.6667
5785	344240
5786	356535
5787	351968.3333
5788	373103.3333
5789	414650
5790	393311.6667
5791	442205
5792	458263.3333
5793	533738.3333
5794	416656.6667
5795	378366.6667
5796	379743.3333
5797	360471.6667
5798	345950
5799	278486.6667
5800	364131.6667
5801	323683.3333
5802	269506.6667
5803	310688.3333
5804	333248.3333
5805	325736.6667
5806	335523.3333
5807	334553.3333
5808	348636.6667
5809	336513.3333
5810	348531.6667
5811	344068.3333
5812	364730
5813	405343.3333
5814	384483.3333
5815	432280
5816	447978.3333
5817	521758.3333
5818	407305
5819	369873.3333
5820	371220
5821	352381.6667
5822	338185
5823	272235
5824	355958.3333
5825	316418.3333
5826	263458.3333
5827	303715
5828	325768.3333
5829	318425
5830	327993.3333
5831	327043.3333
5832	340811.6667
5833	334086.6667
5834	346018.3333
5835	341586.6667
5836	362098.3333
5837	402418.3333
5838	381710
5839	429161.6667
5840	444746.6667
5841	517995
5842	404368.3333
5843	367205
5844	368541.6667
5845	349840
5846	335745
5847	270271.6667
5848	353391.6667
5849	314136.6667
5850	261556.6667
5851	301523.3333
5852	323418.3333
5853	316128.3333
5854	325626.6667
5855	324685
5856	338353.3333
5857	340706.6667
5858	352875
5859	348355
5860	369275
5861	410393.3333
5862	389273.3333
5863	437665
5864	453560
5865	528260
5866	412381.6667
5867	374483.3333
5868	375845
5869	356771.6667
5870	342398.3333
5871	275628.3333
5872	360395
5873	320361.6667
5874	266740
5875	307498.3333
5876	329826.6667
5877	322393.3333
5878	332080
5879	331118.3333
5880	345058.3333
5881	721540
5882	747308.3333
5883	737738.3333
5884	782040
5885	869121.6667
5886	824395
5887	926876.6667
5888	960536.6667
5889	1118733.333
5890	873330
5891	793068.3333
5892	795955
5893	755563.3333
5894	725121.6667
5895	583716.6667
5896	763233.3333
5897	678453.3333
5898	564895
5899	651213.3333
5900	698500
5901	682756.6667
5902	703270
5903	701235
5904	730756.6667
5905	997350
5906	1081118.333
5907	936550
5908	1089583.333
5909	1231681.667
5910	1046558.333
5911	1447071.667
5912	1465418.333
5913	1420218.333
5914	1272053.333
5915	1005190
5916	1010455
5917	852836.6667
5918	717488.3333
5919	741021.6667
5920	705765
5921	655045
5922	717128.3333
5923	681998.3333
5924	668613.3333
5925	866750
5926	857765
5927	921313.3333
5928	927686.6667
5929	1316831.667
5930	1427433.333
5931	1236555
5932	1438611.667
5933	1626226.667
5934	1381803.333
5935	1910613.333
5936	1934838.333
5937	1875158.333
5938	1679533.333
5939	1327185
5940	1334135
5941	1126025
5942	947321.6667
5943	978393.3333
5944	931843.3333
5945	864876.6667
5946	946846.6667
5947	900463.3333
5948	882790
5949	1144398.333
5950	1132533.333
5951	1216438.333
5952	1224853.333
5953	1500715
5954	1626761.667
5955	1409228.333
5956	1639500
5957	1853315
5958	1574760
5959	2177411.667
5960	2205020
5961	2137008.333
5962	1914063.333
5963	1512513.333
5964	1520435
5965	1283265
5966	1079606.667
5967	1115018.333
5968	1061966.667
5969	985648.3333
5970	1079065
5971	1026205
5972	1006065
5973	1304201.667
5974	1290681.667
5975	1386301.667
5976	1395893.333
5977	1675240
5978	1815945
5979	1573115
5980	1830165
5981	2068845
5982	1757896.667
5983	2430633.333
5984	2461453.333
5985	2385530
5986	2136660
5987	1688411.667
5988	1697253.333
5989	1432501.667
5990	1205160
5991	1244688.333
5992	1185468.333
5993	1100273.333
5994	1204553.333
5995	1145546.667
5996	1123065
5997	1455873.333
5998	1440781.667
5999	1547521.667
6000	1558228.333
6001	1530498.333
6002	1659046.667
6003	1437196.667
6004	1672038.333
6005	1890095
6006	1606011.667
6007	2220625
6008	2248781.667
6009	2179418.333
6010	1952050
6011	1542530
6012	1550610
6013	1308731.667
6014	1101033.333
6015	1137146.667
6016	1083041.667
6017	1005210
6018	1100480
6019	1046571.667
6020	1026030
6021	1330085
6022	1316296.667
6023	1413815
6024	1423596.667
6025	1062233.333
6026	1151453.333
6027	997478.3333
6028	1160470
6029	1311811.667
6030	1114645
6031	1541213.333
6032	1560755
6033	1512615
6034	1354810
6035	1070585
6036	1076193.333
6037	908318.3333
6038	764166.6667
6039	789230
6040	751680
6041	697660
6042	763781.6667
6043	726366.6667
6044	712111.6667
6045	923138.3333
6046	913568.3333
6047	981251.6667
6048	988040
6049	347610
6050	360025
6051	355415
6052	376756.6667
6053	418710
6054	397161.6667
6055	446535
6056	462750
6057	538963.3333
6058	420736.6667
6059	382071.6667
6060	383461.6667
6061	364001.6667
6062	349336.6667
6063	281213.3333
6064	367696.6667
6065	326853.3333
6066	272145
6067	313730
6068	336510
6069	328926.6667
6070	338808.3333
6071	337828.3333
6072	352051.6667
6073	334685
6074	346638.3333
6075	342198.3333
6076	362748.3333
6077	403141.6667
6078	382395
6079	429930
6080	445543.3333
6081	518923.3333
6082	405093.3333
6083	367865
6084	369203.3333
6085	350466.6667
6086	336346.6667
6087	270756.6667
6088	354025
6089	314700
6090	262026.6667
6091	302065
6092	323998.3333
6093	316696.6667
6094	326211.6667
6095	325266.6667
6096	338961.6667
6097	323641.6667
6098	335200
6099	330908.3333
6100	350778.3333
6101	389838.3333
6102	369776.6667
6103	415745
6104	430841.6667
6105	501801.6667
6106	391726.6667
6107	355726.6667
6108	357020
6109	338903.3333
6110	325248.3333
6111	261823.3333
6112	342343.3333
6113	304315
6114	253380
6115	292096.6667
6116	313306.6667
6117	306246.6667
6118	315446.6667
6119	314535
6120	327776.6667
6121	319100
6122	330496.6667
6123	326265
6124	345856.6667
6125	384368.3333
6126	364588.3333
6127	409910
6128	424796.6667
6129	494760
6130	386230
6131	350735
6132	352010
6133	334146.6667
6134	320685
6135	258148.3333
6136	337540
6137	300045
6138	249825
6139	287998.3333
6140	308911.6667
6141	301948.3333
6142	311020
6143	310120
6144	323176.6667
6145	325421.6667
6146	337043.3333
6147	332726.6667
6148	352706.6667
6149	391981.6667
6150	371810
6151	418030
6152	433211.6667
6153	504560
6154	393880
6155	357681.6667
6156	358983.3333
6157	340766.6667
6158	327036.6667
6159	263261.6667
6160	344225
6161	305988.3333
6162	254773.3333
6163	293703.3333
6164	315030
6165	307930
6166	317181.6667
6167	316263.3333
6168	329578.3333
6169	336813.3333
6170	348841.6667
6171	344375
6172	365055
6173	405703.3333
6174	384825
6175	432665
6176	448376.6667
6177	522223.3333
6178	407668.3333
6179	370203.3333
6180	371550
6181	352695
6182	338485
6183	272478.3333
6184	356276.6667
6185	316700
6186	263691.6667
6187	303985
6188	326058.3333
6189	318710
6190	328285
6191	327335
6192	341116.6667
6193	333876.6667
6194	345801.6667
6195	341373.3333
6196	361871.6667
6197	402166.6667
6198	381471.6667
6199	428891.6667
6200	444468.3333
6201	517670
6202	404115
6203	366975
6204	368311.6667
6205	349620
6206	335535
6207	270103.3333
6208	353170
6209	313940
6210	261393.3333
6211	301335
6212	323215
6213	315931.6667
6214	325423.3333
6215	324481.6667
6216	338141.6667
6217	348046.6667
6218	360478.3333
6219	355861.6667
6220	377230
6221	419235
6222	397661.6667
6223	447095
6224	463331.6667
6225	539641.6667
6226	421265
6227	382551.6667
6228	383943.3333
6229	364458.3333
6230	349775
6231	281566.6667
6232	368158.3333
6233	327263.3333
6234	272486.6667
6235	314123.3333
6236	336933.3333
6237	329340
6238	339235
6239	338253.3333
6240	352493.3333
6241	1276803.333
6242	1384045
6243	1198968.333
6244	1394881.667
6245	1576795
6246	1339801.667
6247	1852536.667
6248	1876025
6249	1818160
6250	1628480
6251	1286841.667
6252	1293581.667
6253	1091798.333
6254	918526.6667
6255	948653.3333
6256	903518.3333
6257	838586.6667
6258	918065
6259	873091.6667
6260	855956.6667
6261	1109611.667
6262	1098108.333
6263	1179461.667
6264	1187621.667
6265	1796076.667
6266	1946931.667
6267	1686585
6268	1962176.667
6269	2218073.333
6270	1884695
6271	2605958.333
6272	2639000
6273	2557601.667
6274	2290778.333
6275	1810198.333
6276	1819678.333
6277	1535830
6278	1292088.333
6279	1334468.333
6280	1270976.667
6281	1179638.333
6282	1291440
6283	1228176.667
6284	1204071.667
6285	1560888.333
6286	1544706.667
6287	1659146.667
6288	1670625
6289	1601668.333
6290	1736195
6291	1504028.333
6292	1749790
6293	1977988.333
6294	1680695
6295	2323886.667
6296	2353353.333
6297	2280765
6298	2042823.333
6299	1614260
6300	1622715
6301	1369590
6302	1152231.667
6303	1190025
6304	1133405
6305	1051953.333
6306	1151653.333
6307	1095238.333
6308	1073741.667
6309	1391936.667
6310	1377506.667
6311	1479558.333
6312	1489795
6313	1502086.667
6314	1628248.333
6315	1410516.667
6316	1640998.333
6317	1855008.333
6318	1576200
6319	2179403.333
6320	2207036.667
6321	2138961.667
6322	1915813.333
6323	1513896.667
6324	1521825
6325	1284438.333
6326	1080593.333
6327	1116036.667
6328	1062936.667
6329	986550
6330	1080051.667
6331	1027143.333
6332	1006983.333
6333	1305395
6334	1291861.667
6335	1387570
6336	1397170
6337	1457818.333
6338	1580263.333
6339	1368948.333
6340	1592636.667
6341	1800340
6342	1529746.667
6343	2115173.333
6344	2141993.333
6345	2075923.333
6346	1859353.333
6347	1469280
6348	1476975
6349	1246585
6350	1048748.333
6351	1083146.667
6352	1031611.667
6353	957475
6354	1048220
6355	996871.6667
6356	977306.6667
6357	1266923.333
6358	1253788.333
6359	1346676.667
6360	1355993.333
6361	1433520
6362	1553923.333
6363	1346130
6364	1566091.667
6365	1770331.667
6366	1504250
6367	2079918.333
6368	2106290
6369	2041321.667
6370	1828361.667
6371	1444790
6372	1452356.667
6373	1225806.667
6374	1031266.667
6375	1065091.667
6376	1014416.667
6377	941515
6378	1030748.333
6379	980256.6667
6380	961016.6667
6381	1245806.667
6382	1232890
6383	1324230
6384	1333391.667
6385	1405686.667
6386	1523751.667
6387	1319993.333
6388	1535683.333
6389	1735960
6390	1475043.333
6391	2039535
6392	2065395
6393	2001688.333
6394	1792861.667
6395	1416738.333
6396	1424158.333
6397	1202006.667
6398	1011245
6399	1044413.333
6400	994720
6401	923235
6402	1010736.667
6403	961223.3333
6404	942358.3333
6405	1221618.333
6406	1208953.333
6407	1298518.333
6408	1307503.333
6409	1134643.333
6410	1229943.333
6411	1065473.333
6412	1239573.333
6413	1401231.667
6414	1190625
6415	1646271.667
6416	1667146.667
6417	1615723.333
6418	1447163.333
6419	1143563.333
6420	1149551.667
6421	970235
6422	816256.6667
6423	843030
6424	802918.3333
6425	745216.6667
6426	815846.6667
6427	775881.6667
6428	760653.3333
6429	986065
6430	975843.3333
6431	1048138.333
6432	1055390
6433	715088.3333
6434	740626.6667
6435	731141.6667
6436	775046.6667
6437	861350
6438	817023.3333
6439	918588.3333
6440	951946.6667
6441	1108730
6442	865520
6443	785978.3333
6444	788838.3333
6445	748806.6667
6446	718638.3333
6447	578498.3333
6448	756408.3333
6449	672386.6667
6450	559845
6451	645390
6452	692253.3333
6453	676651.6667
6454	696981.6667
6455	694965
6456	724223.3333
6457	574320
6458	594830
6459	587213.3333
6460	622475
6461	691788.3333
6462	656188.3333
6463	737760
6464	764551.6667
6465	890471.6667
6466	695138.3333
6467	631255
6468	633551.6667
6469	601400
6470	577171.6667
6471	464618.3333
6472	607506.6667
6473	540023.3333
6474	449636.6667
6475	518341.6667
6476	555980
6477	543450
6478	559776.6667
6479	558156.6667
6480	581656.6667
6481	1097260
6482	1189421.667
6483	1030370
6484	1198735
6485	1355066.667
6486	1151398.333
6487	1592033.333
6488	1612220
6489	1562491.667
6490	1399485
6491	1105886.667
6492	1111678.333
6493	938270
6494	789363.3333
6495	815255
6496	776466.6667
6497	720665
6498	788966.6667
6499	750318.3333
6500	735593.3333
6501	953578.3333
6502	943693.3333
6503	1013606.667
6504	1020620
6505	1017886.667
6506	1103380
6507	955835
6508	1112020
6509	1257043.333
6510	1068108.333
6511	1476868.333
6512	1495595
6513	1449463.333
6514	1298248.333
6515	1025888.333
6516	1031261.667
6517	870396.6667
6518	732263.3333
6519	756280
6520	720298.3333
6521	668533.3333
6522	731895
6523	696041.6667
6524	682381.6667
6525	884598.3333
6526	875428.3333
6527	940283.3333
6528	946790
6529	1079068.333
6530	1169701.667
6531	1013286.667
6532	1178860
6533	1332600
6534	1132310
6535	1565638.333
6536	1585490
6537	1536586.667
6538	1376281.667
6539	1087551.667
6540	1093248.333
6541	922715
6542	776276.6667
6543	801738.3333
6544	763593.3333
6545	708716.6667
6546	775886.6667
6547	737878.3333
6548	723396.6667
6549	937768.3333
6550	928046.6667
6551	996801.6667
6552	1003698.333
6553	1439721.667
6554	1560646.667
6555	1351955
6556	1572866.667
6557	1777991.667
6558	1510758.333
6559	2088918.333
6560	2115403.333
6561	2050155
6562	1836271.667
6563	1451041.667
6564	1458641.667
6565	1231110
6566	1035730
6567	1069701.667
6568	1018806.667
6569	945590
6570	1035208.333
6571	984498.3333
6572	965175
6573	1251196.667
6574	1238225
6575	1329960
6576	1339161.667
6577	1548158.333
6578	1678190
6579	1453780
6580	1691331.667
6581	1911905
6582	1624545
6583	2246250
6584	2274730
6585	2204566.667
6586	1974575
6587	1560330
6588	1568501.667
6589	1323835
6590	1113738.333
6591	1150268.333
6592	1095540
6593	1016808.333
6594	1113178.333
6595	1058648.333
6596	1037870
6597	1345433.333
6598	1331485
6599	1430128.333
6600	1440023.333
6601	1450871.667
6602	1572733.333
6603	1362425
6604	1585048.333
6605	1791761.667
6606	1522458.333
6607	2105095
6608	2131786.667
6609	2066033.333
6610	1850493.333
6611	1462280
6612	1469938.333
6613	1240645
6614	1043750
6615	1077985
6616	1026696.667
6617	952913.3333
6618	1043226.667
6619	992121.6667
6620	972650
6621	1260886.667
6622	1247815
6623	1340260
6624	1349531.667
6625	1648735
6626	1787213.333
6627	1548225
6628	1801208.333
6629	2036111.667
6630	1730083.333
6631	2392176.667
6632	2422508.333
6633	2347786.667
6634	2102853.333
6635	1661696.667
6636	1670400
6637	1409836.667
6638	1186091.667
6639	1224995
6640	1166711.667
6641	1082865
6642	1185495
6643	1127423.333
6644	1105295
6645	1432840
6646	1417985
6647	1523036.667
6648	1533573.333
6649	1295658.333
6650	1404483.333
6651	1216673.333
6652	1415480
6653	1600080
6654	1359586.667
6655	1879891.667
6656	1903728.333
6657	1845008.333
6658	1652528.333
6659	1305845
6660	1312683.333
6661	1107920
6662	932090
6663	962663.3333
6664	916860
6665	850970
6666	931621.6667
6667	885985
6668	868596.6667
6669	1125996.667
6670	1114323.333
6671	1196878.333
6672	1205160
6673	346316.6667
6674	358685
6675	354091.6667
6676	375355
6677	417151.6667
6678	395683.3333
6679	444871.6667
6680	461028.3333
6681	536958.3333
6682	419171.6667
6683	380648.3333
6684	382033.3333
6685	362646.6667
6686	348036.6667
6687	280166.6667
6688	366328.3333
6689	325636.6667
6690	271131.6667
6691	312561.6667
6692	335258.3333
6693	327701.6667
6694	337548.3333
6695	336571.6667
6696	350740
6697	803435
6698	832130
6699	821473.3333
6700	870801.6667
6701	967768.3333
6702	917965
6703	1032078.333
6704	1069558.333
6705	1245711.667
6706	972453.3333
6707	883083.3333
6708	886298.3333
6709	841320
6710	807425
6711	649970
6712	849861.6667
6713	755458.3333
6714	629011.6667
6715	725126.6667
6716	777780
6717	760250
6718	783091.6667
6719	780826.6667
6720	813700
6721	1466241.667
6722	1589393.333
6723	1376856.667
6724	1601840
6725	1810741.667
6726	1538586.667
6727	2127395
6728	2154370
6729	2087918.333
6730	1870096.667
6731	1477770
6732	1485510
6733	1253786.667
6734	1054806.667
6735	1089405
6736	1037571.667
6737	963006.6667
6738	1054276.667
6739	1002631.667
6740	982953.3333
6741	1274243.333
6742	1261033.333
6743	1354458.333
6744	1363828.333
6745	2206673.333
6746	2392015
6747	2072150
6748	2410745
6749	2725141.667
6750	2315550
6751	3201698.333
6752	3242295
6753	3142286.667
6754	2814468.333
6755	2224021.667
6756	2235670
6757	1886931.667
6758	1587470
6759	1639538.333
6760	1561531.667
6761	1449311.667
6762	1586671.667
6763	1508946.667
6764	1479331.667
6765	1917718.333
6766	1897836.667
6767	2038440
6768	2052541.667
6769	2502370
6770	2712548.333
6771	2349821.667
6772	2733788.333
6773	3090315
6774	2625836.667
6775	3630731.667
6776	3676766.667
6777	3563358.333
6778	3191610
6779	2522045
6780	2535253.333
6781	2139783.333
6782	1800193.333
6783	1859238.333
6784	1770778.333
6785	1643521.667
6786	1799288.333
6787	1711148.333
6788	1677565
6789	2174695
6790	2152150
6791	2311593.333
6792	2327585
6793	2814705
6794	3051116.667
6795	2643116.667
6796	3075008.333
6797	3476033.333
6798	2953581.667
6799	4083903.333
6800	4135685
6801	4008121.667
6802	3589973.333
6803	2836835
6804	2851691.667
6805	2406861.667
6806	2024885
6807	2091301.667
6808	1991800
6809	1848658.333
6810	2023868.333
6811	1924726.667
6812	1886950
6813	2446130
6814	2420771.667
6815	2600115
6816	2618105
6817	3117838.333
6818	3175820
6819	3048590
6820	3266308.333
6821	3439855
6822	3300810
6823	4063270
6824	4223871.667
6825	3792778.333
6826	3765726.667
6827	3391538.333
6828	3291738.333
6829	3056233.333
6830	2851236.667
6831	2816626.667
6832	2790626.667
6833	2717113.333
6834	2990663.333
6835	2586165
6836	2595113.333
6837	2992883.333
6838	2942513.333
6839	3155088.333
6840	3057238.333
6841	3643411.667
6842	3711166.667
6843	3562490
6844	3816908.333
6845	4019710
6846	3857226.667
6847	4748215
6848	4935888.333
6849	4432126.667
6850	4400513.333
6851	3963250
6852	3846626.667
6853	3571423.333
6854	3331870
6855	3291425
6856	3261043.333
6857	3175136.667
6858	3494800
6859	3022115
6860	3032571.667
6861	3497393.333
6862	3438531.667
6863	3686941.667
6864	3572595
6865	3703358.333
6866	3772230
6867	3621105
6868	3879710
6869	4085850
6870	3920691.667
6871	4826340
6872	5017101.667
6873	4505051.667
6874	4472918.333
6875	4028460
6876	3909918.333
6877	3630185
6878	3386690
6879	3345580
6880	3314698.333
6881	3227378.333
6882	3552301.667
6883	3071838.333
6884	3082468.333
6885	3554938.333
6886	3495108.333
6887	3747605
6888	3631378.333
6889	2987460
6890	3043018.333
6891	2921108.333
6892	3129721.667
6893	3296011.667
6894	3162781.667
6895	3893358.333
6896	4047243.333
6897	3634178.333
6898	3608256.667
6899	3249716.667
6900	3154090
6901	2928431.667
6902	2732008.333
6903	2698845
6904	2673933.333
6905	2603491.667
6906	2865605
6907	2478020
6908	2486593.333
6909	2867731.667
6910	2819466.667
6911	3023153.333
6912	2929395
6913	2744656.667
6914	2795698.333
6915	2683696.667
6916	2875356.667
6917	3028131.667
6918	2905728.333
6919	3576928.333
6920	3718306.667
6921	3338813.333
6922	3314998.333
6923	2985598.333
6924	2897743.333
6925	2690426.667
6926	2509966.667
6927	2479498.333
6928	2456611.667
6929	2391895
6930	2632705
6931	2276621.667
6932	2284498.333
6933	2634658.333
6934	2590316.667
6935	2777448.333
6936	2691310
6937	2569758.333
6938	2785596.667
6939	2413101.667
6940	2807408.333
6941	3173535
6942	2696550
6943	3728506.667
6944	3775781.667
6945	3659318.333
6946	3277560
